species	read_count_below_10	RPMM_below_300
1_HG917868_1_Clostridium_bornimense_replicon_M2_40_rep1__complete_genome__type_strain_M2_40T_BAC	yes	yes
1_HG934468_1_Mucinivorans_hirudinis_complete_genome_BAC	yes	yes
1_HG937516_1_Mycoplasma_amphoriforme_A39_complete_genome_BAC	yes	yes
1_HG938355_1_Neorhizobium_galegae__complete_genome_BAC	yes	yes
1_HG938356_1_Neorhizobium_galegae_chromid_pHAMBI1141a__complete_sequence_BAC	yes	yes
1_HG965802_1_Bartonella_henselae__strain_BM1374163_complete_genome_BAC	yes	yes
1_FR873482_1_Streptococcus_salivarius_JIM8777_complete_genome_BAC	yes	yes
1_FR872582_1_Simkania_negevensis_Z_main_chromosome__complete_genome_BAC	yes	yes
1_FR872580_1_Parachlamydia_acanthamoebae_UV_7__complete_genome_BAC	yes	yes
1_FP236530_1_Mycoplasma_hominis_ATCC_23114_chromosome_complete_genome_BAC	yes	yes
1_FO117623_1_Blastococcus_saxobsidens_DD2_complete_genome_BAC	yes	yes
1_FO203431_1_Modestobacter_marinus_str__BC501_chromosome__complete_genome_BAC	yes	yes
1_FO203503_1_Desulfobacula_toluolica_Tol2_complete_genome_BAC	yes	yes
1_FO203512_1_Oleispira_antarctica_strain_RB_8__complete_genome_sequence_BAC	yes	yes
1_FO203526_1_Vibrio_nigripulchritudo_str__SFn1_chromosome__complete_genome_BAC	yes	yes
1_FO704550_1_Xenorhabdus_doucetiae_str__FRM16_chromosome__complete_genome_BAC	yes	yes
1_FO704551_1_Xenorhabdus_poinarii_str__G6_chromosome__complete_genome_BAC	yes	yes
1_FP476056_1_Zobellia_galactanivorans_strain_DsiJT_chromosome__complete_genome_BAC	yes	yes
1_FR720602_1_Streptococcus_oralis_Uo5_complete_genome_sequence_BAC	yes	yes
1_FP565809_1_Clostridium_sticklandii_str__DSM_519_chromosome__complete_genome_BAC	yes	yes
1_FQ311868_1_Azospirillum_lipoferum_4B_main_chromosome__complete_genome_BAC	yes	yes
1_FQ312005_1_Bacteriovorax_marinus_SJ_genome_BAC	yes	yes
1_FQ670179_2_Helicobacter_felis_ATCC_49179_genome_BAC	yes	yes
1_FQ859183_1_Flavobacterium_branchiophilum_FL_15__complete_genome_BAC	yes	yes
1_FQ859185_1_Streptomyces_cattleya_str__NRRL_8057_main_chromosome__complete_genome_BAC	yes	yes
1_FR687359_1_Burkholderia_rhizoxinica_HKI_454__complete_genome_BAC	yes	yes
1_L43967_2_Mycoplasma_genitalium_G37__complete_genome_BAC	yes	yes
1_LK028559_1_Acholeplasma_oculi_genome_assembly_Acholeplasma_oculi_strain_19L__chromosome___1_BAC	yes	yes
1_LM997411_1_Methylacidiphilum_fumariolicum_SolV_genome_assembly_MfumSolVChr1__chromosome___Strain_SolV_genome__final__BAC	yes	yes
AE016818.2_Ashbya_gossypii_ATCC_10895_chromosome_V__complete_sequence	yes	yes
NZ_CP046314.1_Gemella_morbillorum_strain_FDAARGOS_741_chromosome__complete_genome	yes	yes
NZ_LR134484.1_Gemella_haemolysans_strain_NCTC10459_chromosome_1	yes	yes
NZ_CP033719.1_Propionibacterium_acidifaciens_strain_FDAARGOS_576_chromosome__complete_genome	yes	yes
NZ_LR134378.1_Lautropia_mirabilis_strain_NCTC12852_chromosome_1	yes	yes
AE016815.5_Ashbya_gossypii_ATCC_10895_chromosome_II__complete_sequence	yes	yes
AE016816.3_Ashbya_gossypii_ATCC_10895_chromosome_III__complete_sequence	yes	yes
AE016817.6_Ashbya_gossypii_ATCC_10895_chromosome_IV__complete_sequence	yes	yes
AE016819.5_Ashbya_gossypii_ATCC_10895_chromosome_VI__complete_sequence	yes	yes
1_U00089_2_Mycoplasma_pneumoniae_M129__complete_genome_BAC	yes	yes
AE016820.4_Ashbya_gossypii_ATCC_10895_chromosome_VII__complete_sequence	yes	yes
AP012213.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_1	yes	yes
AP012214.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_2	yes	yes
AP012215.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_3	yes	yes
AP012216.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_4	yes	yes
AP012217.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_5	yes	yes
AP012218.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_6	yes	yes
NZ_CP046313.1_Gemella_sanguinis_strain_FDAARGOS_742_chromosome__complete_genome	yes	yes
1_LN997842_1_Streptomyces_reticuli_genome_assembly_TUE45__chromosome___I_BAC	yes	yes
1_LN515532_1_Porphyromonadaceae_bacterium_ING2_E5B_genome_assembly_E5B__chromosome___chrI_BAC	yes	yes
1_LN681227_1_Xenorhabdus_nematophila_AN6_1_genome_assembly_XNC2__chromosome___I_BAC	yes	yes
1_LN554846_1_Aliivibrio_wodanis_genome_assembly_AWOD1__chromosome___1_BAC	yes	yes
1_LN554852_1_Moritella_viscosa_genome_assembly_MVIS1__chromosome___1_BAC	yes	yes
1_LN606600_1_Acetobacter_senegalensis_genome_assembly_Acetobacter_senegalensis_108B__chromosome___I_BAC	yes	yes
1_LN614756_1_Peptoclostridium_difficile_genome_assembly_CD630DERM__chromosome___1_BAC	yes	yes
1_LN614827_1_Legionella_fallonii_LLAP_10_genome_assembly_LFA__chromosome___I_BAC	yes	yes
1_LN614830_1_Tatlockia_micdadei_genome_assembly_LMI__chromosome___I_BAC	yes	yes
1_LN681225_1_Legionella_hackeliae_genome_assembly_LHA__chromosome___I_BAC	yes	yes
1_LN774769_1_Lactococcus_piscium_MKFS47_genome_assembly_L_piscium__chromosome___I_BAC	yes	yes
1_LN907858_1_Helicobacter_typhlonius_genome_assembly_htyphlonius_mit97_6810__chromosome___I_BAC	yes	yes
1_LN794217_1_Rickettsia_monacensis__strain_IrR_Munich__complete_genome_BAC	yes	yes
1_LN824141_1_Defluviitoga_tunisiensis_genome_assembly_DTL3__chromosome___I_BAC	yes	yes
1_LN831776_1_Paenibacillus_riograndensis_SBR5_genome_assembly_SBR5_T___chromosome___I_BAC	yes	yes
1_LN831790_1_Streptomyces_leeuwenhoekii_genome_assembly_sleC34__chromosome_BAC	yes	yes
1_LN846980_1_Chlamydia_pneumoniae_genome_assembly_Wien1__chromosome___1_BAC	yes	yes
1_LN869922_1_Kingella_kingae_genome_assembly_KKKWG1__chromosome___I_BAC	yes	yes
1_LN881739_1_Streptomyces_venezuelae_genome_assembly_Streptomyces_venezuelae_ATCC_15439__chromosome___I_BAC	yes	yes
1_FO082843_1_Nocardia_cyriacigeorgica_GUH_2_chromosome_complete_genome_BAC	yes	yes
1_FO082060_1_Methylomicrobium_alcaliphilum_str__20Z_chromosome__complete_genome_BAC	yes	yes
1_CP013342_1_Sphingopyxis_terrae_NBRC_15098_strain_203_1__complete_genome_BAC	yes	yes
1_CP025611_1_Niveispirillum_cyanobacteriorum_strain_TH16_chromosome_eg_1__complete_sequence_BAC	yes	yes
1_CP025057_1_Spiroplasma_floricola_strain_23_6_chromosome__complete_genome_BAC	yes	yes
1_CP025120_1_Kangiella_profundi_strain_FT102_chromosome__complete_genome_BAC	yes	yes
1_CP025197_1_Herbivorax_saccincola_strain_GGR1_chromosome__complete_genome_BAC	yes	yes
1_CP025225_1_Enterobacter_cancerogenus_strain_CR_Eb1_chromosome__complete_genome_BAC	yes	yes
1_CP025257_1_Mesoplasma_syrphidae_strain_YJS_chromosome__complete_genome_BAC	yes	yes
1_CP025491_2_Legionella_sainthelensi_strain_LA01_117_chromosome__complete_genome_BAC	yes	yes
1_CP025543_1_Spiroplasma_monobiae_MQ_1_chromosome__complete_genome_BAC	yes	yes
1_CP025704_1_Bacteriovorax_stolpii_strain_DSM_12778_chromosome__complete_genome_BAC	yes	yes
1_CP025001_1_Bacillus_siamensis_strain_SCSIO_05746_chromosome__complete_genome_BAC	yes	yes
1_CP025791_1_Flavivirga_eckloniae_strain_ECD14_chromosome__complete_genome_BAC	yes	yes
1_CP025792_1_Vibrio_jasicida_090810c_chromosome_1__complete_sequence_BAC	yes	yes
1_CP025794_1_Vibrio_hyugaensis_strain_090810a_chromosome_1__complete_sequence_BAC	yes	yes
1_CP025800_1_Yersinia_ruckeri_strain_SC09_chromosome__complete_genome_BAC	yes	yes
1_CP025943_1_Laceyella_sacchari_strain_FBKL4_010_chromosome__complete_genome_BAC	yes	yes
1_CP026105_1_Paraburkholderia_hospita_strain_DSM_17164_chromosome_1__complete_sequence_BAC	yes	yes
1_CP026111_1_Paraburkholderia_terrae_strain_DSM_17804_chromosome_1__complete_sequence_BAC	yes	yes
1_CP025030_1_Achromobacter_spanius_strain_DSM_23806_chromosome__complete_genome_BAC	yes	yes
1_CP024985_1_Streptomyces_lavendulae_subsp__lavendulae_strain_CCM_3239_chromosome__complete_genome_BAC	yes	yes
1_CP027541_1_Mycolicibacterium_smegmatis_MKD8_chromosome__complete_genome_BAC	yes	yes
1_CP024899_1_Rhodobaca_barguzinensis_strain_alga05_chromosome__complete_genome_BAC	yes	yes
1_CP024160_1_Collinsella_aerofaciens_strain_indica_chromosome__complete_genome_BAC	yes	yes
1_CP024201_1_Caulobacter_mirabilis_strain_FWC_38_chromosome__complete_genome_BAC	yes	yes
1_CP024315_1_Rhodococcus_ruber_strain_P14_chromosome__complete_genome_BAC	yes	yes
1_CP024411_1_Mesoplasma_entomophilum_strain_TAC_chromosome__complete_genome_BAC	yes	yes
1_CP024698_1_Fusobacterium_periodonticum_strain_KCOM_1283_chromosome__complete_genome_BAC	yes	yes
1_CP024785_1_Nostoc_flagelliforme_CCNUN1_chromosome__complete_genome_BAC	yes	yes
1_CP024871_1_Leptospira_mayottensis_200901116_chromosome_I__complete_sequence_BAC	yes	yes
1_CP024920_1_Erythrobacter_seohaensis_strain_SW_135_chromosome__complete_genome_BAC	yes	yes
1_CP024969_1_Mesoplasma_tabanidae_strain_BARC_857_chromosome__complete_genome_BAC	yes	yes
1_CP024955_1_Kyrpidia_spormannii_strain_EA_1_chromosome__complete_genome_BAC	yes	yes
1_CP024957_1_Streptomyces_cavourensis_strain_1AS2a_chromosome__complete_genome_BAC	yes	yes
1_CP024962_1_Entomoplasma_freundtii_strain_BARC_318_chromosome__complete_genome_BAC	yes	yes
1_CP024963_1_Entomoplasma_luminosum_strain_PIMN_1_chromosome__complete_genome_BAC	yes	yes
1_CP024964_1_Entomoplasma_melaleucae_strain_M1_chromosome__complete_genome_BAC	yes	yes
1_CP024965_1_Entomoplasma_somnilux_strain_PYAN_1_chromosome__complete_genome_BAC	yes	yes
1_CP024968_1_Mesoplasma_coleopterae_strain_BARC_779_chromosome__complete_genome_BAC	yes	yes
1_CP027001_1_Corynebacterium_camporealensis_strain_CIP_105508_chromosome__complete_genome_BAC	yes	yes
1_CP029397_2_Acinetobacter_defluvii_strain_WCHA30_chromosome__complete_genome_BAC	yes	yes
1_FN869568_2_Halomonas_elongata_DSM_2581__complete_genome_BAC	yes	yes
1_FN563149_1_Rhodococcus_equi_103S_chromosome_BAC	yes	yes
1_DQ489736_1_Leuconostoc_citreum_KM20__complete_genome_BAC	yes	yes
1_FM162591_1_Photorhabdus_asymbiotica_ATCC43949_complete_genome_BAC	yes	yes
1_FM178379_1_Aliivibrio_salmonicida_LFI1238_chromosome_1_complete_genome_BAC	yes	yes
1_FM211192_1_Mycobacterium_leprae_Br4923__complete_genome_sequence_BAC	yes	yes
1_FM954972_2_Vibrio_splendidus_LGP32_chromosome_1_BAC	yes	yes
1_FN554889_1_Streptomyces_scabiei_87_22_complete_genome_BAC	yes	yes
1_FN555004_1_Helicobacter_mustelae_12198_complete_genome_BAC	yes	yes
1_FN568063_1_Streptococcus_mitis_B6_complete_genome__strain_B6_BAC	yes	yes
1_CU458896_1_Mycobacterium_abscessus_ATCC_19977_chromosome__complete_sequence_BAC	yes	yes
1_FN597254_1_Streptococcus_gallolyticus_UCN34_complete_genome_BAC	yes	yes
1_FN645454_1_Bartonella_clarridgeiae_strain_73__complete_genome_BAC	yes	yes
1_FN650140_1_Legionella_longbeachae_NSW150__complete_genome_BAC	yes	yes
1_FN666575_1_Erwinia_amylovora_ATCC_49946_chromosomal_sequence_BAC	yes	yes
1_FN667741_1_Xenorhabdus_bovienii_SS_2004_chromosome__complete_genome_BAC	yes	yes
1_FN806773_1_Propionibacterium_freudenreichii_subsp__shermanii_CIRM_BIA1__complete_genome_BAC	yes	yes
1_FN822744_1_Leuconostoc_gasicomitatum_LMG_18811_complete_genome__type_strain_LMG_18811T_BAC	yes	yes
1_CU468135_1_Erwinia_tasmaniensis_strain_ET1_99_complete_chromosome_BAC	yes	yes
1_CU207366_1_Gramella_forsetii_KT0803_complete_circular_genome_BAC	yes	yes
1_CP029425_1_Bradyrhizobium_ottawaense_strain_OO99_chromosome__complete_genome_BAC	yes	yes
1_CP041924_1_Wolbachia_pipientis_strain_wAlbB_HN2016_chromosome__complete_genome_BAC	yes	yes
1_CP029487_1_Eubacterium_maltosivorans_strain_YI_chromosome__complete_genome_BAC	yes	yes
1_CP031421_1_Microbacterium_oleivorans_strain_A9_chromosome__complete_genome_BAC	yes	yes
1_CP031611_1_Campylobacter_hepaticus_strain_HV10_chromosome__complete_genome_BAC	yes	yes
1_CP031716_1_Acinetobacter_wuhouensis_strain_WCHA60_chromosome__complete_genome_BAC	yes	yes
1_CP034649_1_Xanthomonas_vasicola_strain_NCPPB_1060_chromosome__complete_genome_BAC	yes	yes
1_CP034998_1_Rhizobium_acidisoli_strain_FH23_chromosome__complete_genome_BAC	yes	yes
1_CP036487_1_Thermoactinomyces_vulgaris_strain_CDF_chromosome__complete_genome_BAC	yes	yes
1_CP042968_1_Bradyrhizobium_paxllaeri_strain_LMTR_21_chromosome__complete_genome_BAC	yes	yes
1_CU179680_1_Mycoplasma_agalactiae_PG2_chromosome__complete_sequence_BAC	yes	yes
1_CR354531_1_Photobacterium_profundum_SS9_BAC	yes	yes
1_CR522870_1_Desulfotalea_psychrophila_LSv54_chromosome_BAC	yes	yes
1_CR848038_1_Chlamydophila_abortus_strain_S26_3__complete_genome_BAC	yes	yes
1_CR931997_1_Corynebacterium_jeikeium_K411_complete_genome_BAC	yes	yes
1_CR936503_1_Lactobacillus_sakei_strain_23K_complete_genome_BAC	yes	yes
1_CR954246_1_Pseudoalteromonas_haloplanktis_str__TAC125_chromosome_I__complete_sequence_BAC	yes	yes
1_CT971583_1_Synechococcus_WH7803_complete_genome_sequence_BAC	yes	yes
AP012219.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_7	yes	yes
CP003002.1_Myceliophthora_thermophila_ATCC_42464_chromosome_1__complete_sequence	yes	yes
Ca22chr2A_C_albicans_SC5314_organism_Candida_albicans_SC5314_version_A22_s07_m01_r59_length_2231883_SO_chromosome	yes	yes
CP003003.1_Myceliophthora_thermophila_ATCC_42464_chromosome_2__complete_sequence	yes	yes
CP022028.1_Alternaria_solani_isolate_NL03003_chromosome_5__complete_sequence	yes	yes
CP022029.1_Alternaria_solani_isolate_NL03003_chromosome_6__complete_sequence	yes	yes
CP022030.1_Alternaria_solani_isolate_NL03003_chromosome_7__complete_sequence	yes	yes
CP022031.1_Alternaria_solani_isolate_NL03003_chromosome_8__complete_sequence	yes	yes
CP022032.1_Alternaria_solani_isolate_NL03003_chromosome_9__complete_sequence	yes	yes
CP022852.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_1__complete_sequence	yes	yes
CP022853.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_2__complete_sequence	yes	yes
CP022854.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_4__complete_sequence	yes	yes
CP022855.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_3__complete_sequence	yes	yes
CP022856.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_5__complete_sequence	yes	yes
CP022857.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_7__complete_sequence	yes	yes
CP022858.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_6__complete_sequence	yes	yes
CP022859.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_9__complete_sequence	yes	yes
CP022860.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_8__complete_sequence	yes	yes
CP022861.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_11__complete_sequence	yes	yes
CP022862.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_13__complete_sequence	yes	yes
CP022863.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_12_sequence	yes	yes
CP022027.1_Alternaria_solani_isolate_NL03003_chromosome_4__complete_sequence	yes	yes
CP022026.1_Alternaria_solani_isolate_NL03003_chromosome_3__complete_sequence	yes	yes
CP022025.1_Alternaria_solani_isolate_NL03003_chromosome_2__complete_sequence	yes	yes
CP019496.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_7__complete_sequence	yes	yes
CP017553.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1A__complete_sequence	yes	yes
CP017554.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1B__complete_sequence	yes	yes
CP017555.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1C__complete_sequence	yes	yes
CP017556.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1D__complete_sequence	yes	yes
CP017557.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1E__complete_sequence	yes	yes
CP019493.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_4_sequence	yes	yes
CP019495.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_6__complete_sequence	yes	yes
CP019499.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_10__complete_sequence	yes	yes
CP022024.1_Alternaria_solani_isolate_NL03003_chromosome_1__complete_sequence	yes	yes
CP019504.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_15__complete_sequence	yes	yes
CP019505.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_16__complete_sequence	yes	yes
CP021239.1_Kluyveromyces_lactis_strain_GG799_chromosome_A__complete_sequence	yes	yes
CP021240.1_Kluyveromyces_lactis_strain_GG799_chromosome_B__complete_sequence	yes	yes
CP021241.1_Kluyveromyces_lactis_strain_GG799_chromosome_C__complete_sequence	yes	yes
CP021242.1_Kluyveromyces_lactis_strain_GG799_chromosome_D__complete_sequence	yes	yes
CP021244.1_Kluyveromyces_lactis_strain_GG799_chromosome_F__complete_sequence	yes	yes
CP022864.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_15__complete_sequence	yes	yes
CP022865.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_14__complete_sequence	yes	yes
CP022866.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_17__complete_sequence	yes	yes
FM992688.1_Candida_dubliniensis_CD36_chromosome_1__complete_sequence	yes	yes
CP043536.1__Candida__auris_strain_B11220_chromosome_6	yes	yes
CP043537.1__Candida__auris_strain_B11220_chromosome_7	yes	yes
CP051139.1_Peltaster_fructicola_strain_LNHT1506_chromosome_1	yes	yes
CP051140.1_Peltaster_fructicola_strain_LNHT1506_chromosome_2	yes	yes
CP051141.1_Peltaster_fructicola_strain_LNHT1506_chromosome_3	yes	yes
CP051142.1_Peltaster_fructicola_strain_LNHT1506_chromosome_4	yes	yes
CP051143.1_Peltaster_fructicola_strain_LNHT1506_chromosome_5	yes	yes
FM992689.1_Candida_dubliniensis_CD36_chromosome_2__complete_sequence	yes	yes
CP043534.1__Candida__auris_strain_B11220_chromosome_4	yes	yes
FM992690.1_Candida_dubliniensis_CD36_chromosome_3__complete_sequence	yes	yes
FM992691.1_Candida_dubliniensis_CD36_chromosome_4__complete_sequence	yes	yes
FM992692.1_Candida_dubliniensis_CD36_chromosome_5__complete_sequence	yes	yes
FM992693.1_Candida_dubliniensis_CD36_chromosome_6__complete_sequence	yes	yes
FM992694.1_Candida_dubliniensis_CD36_chromosome_7__complete_sequence	yes	yes
FM992695.1_Candida_dubliniensis_CD36_chromosome_R__complete_sequence	yes	yes
Ca22chr1A_C_albicans_SC5314_organism_Candida_albicans_SC5314_version_A22_s07_m01_r59_length_3188341_SO_chromosome	yes	yes
CP043535.1__Candida__auris_strain_B11220_chromosome_5	yes	yes
CP043533.1__Candida__auris_strain_B11220_chromosome_3	yes	yes
CP022867.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_22__complete_sequence	yes	yes
CP027648.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_2__complete_sequence	yes	yes
CP022868.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_16__complete_sequence	yes	yes
CP022869.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_10__complete_sequence	yes	yes
CP022870.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_18_sequence	yes	yes
CP022871.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_21__complete_sequence	yes	yes
CP022872.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_20__complete_sequence	yes	yes
CP022873.1_Parastagonospora_nodorum_isolate_Sn79_1087_chromosome_19__complete_sequence	yes	yes
CP027647.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_1__complete_sequence	yes	yes
CP027649.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_3__complete_sequence	yes	yes
CP043532.1__Candida__auris_strain_B11220_chromosome_2	yes	yes
CP027650.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_4__complete_sequence	yes	yes
CP027653.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_7__complete_sequence	yes	yes
CP028531.1_Pichia_kudriavzevii_strain_CBS5147_chromosome_1__complete_sequence	yes	yes
CP028532.1_Pichia_kudriavzevii_strain_CBS5147_chromosome_2__complete_sequence	yes	yes
CP028533.1_Pichia_kudriavzevii_strain_CBS5147_chromosome_3__complete_sequence	yes	yes
CP028534.1_Pichia_kudriavzevii_strain_CBS5147_chromosome_4__complete_sequence	yes	yes
CP043531.1__Candida__auris_strain_B11220_chromosome_1	yes	yes
CP017351.1_Talaromyces_pinophilus_strain_1_95_chromosome_8__complete_sequence	yes	yes
CP017350.1_Talaromyces_pinophilus_strain_1_95_chromosome_7__complete_sequence	yes	yes
CP017349.1_Talaromyces_pinophilus_strain_1_95_chromosome_6__complete_sequence	yes	yes
CP009816.1_Botrytis_cinerea_B05.10_chromosome_BCIN12__complete_sequence	yes	yes
CP009809.1_Botrytis_cinerea_B05.10_chromosome_BCIN05__complete_sequence	yes	yes
CP009810.1_Botrytis_cinerea_B05.10_chromosome_BCIN06__complete_sequence	yes	yes
CP009811.1_Botrytis_cinerea_B05.10_chromosome_BCIN07__complete_sequence	yes	yes
CP009812.1_Botrytis_cinerea_B05.10_chromosome_BCIN08__complete_sequence	yes	yes
CP009813.1_Botrytis_cinerea_B05.10_chromosome_BCIN09__complete_sequence	yes	yes
CP009814.1_Botrytis_cinerea_B05.10_chromosome_BCIN10__complete_sequence	yes	yes
CP009815.1_Botrytis_cinerea_B05.10_chromosome_BCIN11__complete_sequence	yes	yes
CP009817.1_Botrytis_cinerea_B05.10_chromosome_BCIN13__complete_sequence	yes	yes
CP009807.1_Botrytis_cinerea_B05.10_chromosome_BCIN03__complete_sequence	yes	yes
